cpuName,manufacturerName,productCollection,totalCores,totalThreads,baseFrequency,turboFrequency,defaultTdp,launchDate,maxRam,usageType
Intel® Celeron® Processor 450,intel,Legacy Intel® Celeron® Processor,1,null,2.20 GHz,null,35 W,Q3'08,null,null
Intel® Celeron® M Processor ULV 723,intel,Legacy Intel® Celeron® Processor,1,null,1.20 GHz,null,10 W,Q3'08,null,PC/Client/Tablet
Intel® Celeron® Processor 575,intel,Legacy Intel® Celeron® Processor,1,null,2.00 GHz,null,31 W,Q3'06,null,null
Intel® Celeron® Processor 585,intel,Legacy Intel® Celeron® Processor,1,null,2.16 GHz,null,31 W,Q3'08,null,null
Intel® Celeron® Processor E1400,intel,Legacy Intel® Celeron® Processor,2,null,2.00 GHz,null,65 W,Q2'08,null,null
Intel® Celeron® Processor 570,intel,Legacy Intel® Celeron® Processor,1,null,2.26 GHz,null,31 W,Q2'08,null,null
Intel® Celeron® Processor E1200,intel,Legacy Intel® Celeron® Processor,2,null,1.60 GHz,null,65 W,Q1'08,null,null
Intel® Celeron® Processor 560,intel,Legacy Intel® Celeron® Processor,1,null,2.13 GHz,null,31 W,Q1'08,null,null
Intel® Celeron® Processor 220,intel,Legacy Intel® Celeron® Processor,1,null,1.20 GHz,null,19 W,Q4'07,null,null
Intel® Celeron® M Processor ULV 523,intel,Legacy Intel® Celeron® Processor,1,null,930 MHz,null,5.5 W,Q3'07,null,null
Intel® Celeron® Processor 540,intel,Legacy Intel® Celeron® Processor,1,null,1.86 GHz,null,30 W,Q3'07,null,null
Intel® Celeron® Processor 420,intel,Legacy Intel® Celeron® Processor,1,null,1.60 GHz,null,35 W,Q2'07,null,null
Intel® Celeron® Processor 430,intel,Legacy Intel® Celeron® Processor,1,null,1.80 GHz,null,35 W,Q2'07,null,null
Intel® Celeron® Processor 440,intel,Legacy Intel® Celeron® Processor,1,null,2.00 GHz,null,35 W,Q3'06,null,null
Intel® Celeron® M Processor 530,intel,Legacy Intel® Celeron® Processor,1,null,1.73 GHz,null,30 W,Q3'06,null,null
Intel® Celeron® Processor 530,intel,Legacy Intel® Celeron® Processor,1,null,1.73 GHz,null,27 W,Q1'07,null,null
Intel® Celeron® Processor 1.83 GHz, 1M Cache, 667 MHz FSB,intel,Legacy Intel® Celeron® Processor,1,null,1.83 GHz,null,27 W,Q1'07,null,null
Intel® Celeron® D Processor 365,intel,Legacy Intel® Celeron® Processor,1,null,3.60 GHz,null,65 W,Q1'07,null,null
Intel® Celeron® M Processor 520,intel,Legacy Intel® Celeron® Processor,1,null,1.60 GHz,null,30 W,Q1'07,null,null
Intel® Celeron® Processor 1.66 GHz, 1M Cache, 667 MHz FSB,intel,Legacy Intel® Celeron® Processor,1,null,1.66 GHz,null,27 W,Q1'06,null,null
Intel® Celeron® D Processor 347,intel,Legacy Intel® Celeron® Processor,1,null,3.06 GHz,null,86 W,Q4'06,null,null
Intel® Celeron® D Processor 360,intel,Legacy Intel® Celeron® Processor,1,null,3.46 GHz,null,65 W,Q4'06,null,null
Intel® Celeron® M Processor 440,intel,Legacy Intel® Celeron® Processor,1,null,1.86 GHz,null,27 W,Q1'06,null,null
Intel® Celeron® Processor 550,intel,Legacy Intel® Celeron® Processor,1,null,2.00 GHz,null,31 W,Q3'06,null,null
Intel® Celeron® D Processor 352,intel,Legacy Intel® Celeron® Processor,1,null,3.20 GHz,null,86 W,Q2'06,null,null
Intel® Celeron® D Processor 356,intel,Legacy Intel® Celeron® Processor,1,null,3.33 GHz,null,86 W,Q2'06,null,null
Intel® Celeron® M Processor ULV 423,intel,Legacy Intel® Celeron® Processor,1,null,1.06 GHz,null,5.5 W,Q1'06,null,null
Intel® Celeron® D Processor 310,intel,Legacy Intel® Celeron® Processor,1,null,2.13 GHz,null,73 W,Q4'05,null,null
Intel® Celeron® D Processor 355,intel,Legacy Intel® Celeron® Processor,1,null,3.33 GHz,null,84 W,Q4'05,null,null
Intel® Celeron® D Processor 341,intel,Legacy Intel® Celeron® Processor,1,null,2.93 GHz,null,84 W,Q2'04,null,null
Intel® Celeron® D Processor 350,intel,Legacy Intel® Celeron® Processor,1,null,3.20 GHz,null,73 W,Q3'05,null,null
Intel® Celeron® D Processor 350/350J,intel,Legacy Intel® Celeron® Processor,1,null,3.20 GHz,null,73 W,Q3'05,null,null
Intel® Celeron® D Processor 351,intel,Legacy Intel® Celeron® Processor,1,null,3.20 GHz,null,84 W,Q3'05,null,null
Intel® Celeron® M Processor 370,intel,Legacy Intel® Celeron® Processor,1,null,1.50 GHz,null,21 W,Q2'04,null,null
Intel® Celeron® M Processor ULV 373,intel,Legacy Intel® Celeron® Processor,1,null,1.00 GHz,null,5.5 W,Q2'04,null,null
Intel® Celeron® D Processor 325J,intel,Legacy Intel® Celeron® Processor,1,null,2.53 GHz,null,84 W,Q4'04,null,null
Intel® Celeron® D Processor 330,intel,Legacy Intel® Celeron® Processor,1,null,2.66 GHz,null,73 W,Q4'04,null,null
Intel® Celeron® D Processor 330J,intel,Legacy Intel® Celeron® Processor,1,null,2.66 GHz,null,84 W,Q4'04,null,null
Intel® Celeron® D Processor 335J,intel,Legacy Intel® Celeron® Processor,1,null,2.80 GHz,null,84 W,Q4'04,null,null
Intel® Celeron® D Processor 340,intel,Legacy Intel® Celeron® Processor,1,null,2.93 GHz,null,73 W,Q4'04,null,null
Intel® Celeron® D Processor 340J,intel,Legacy Intel® Celeron® Processor,1,null,2.93 GHz,null,84 W,Q4'04,null,null
Intel® Celeron® D Processor 345,intel,Legacy Intel® Celeron® Processor,1,null,3.06 GHz,null,73 W,Q4'04,null,null
Intel® Celeron® D Processor 345J,intel,Legacy Intel® Celeron® Processor,1,null,3.06 GHz,null,84 W,Q4'04,null,null
Intel® Celeron® D Processor 315,intel,Legacy Intel® Celeron® Processor,1,null,2.26 GHz,null,73 W,Q3'04,null,null
Intel® Celeron® D Processor 335,intel,Legacy Intel® Celeron® Processor,1,null,2.80 GHz,null,73 W,Q2'04,null,null
Mobile Intel® Celeron® Processor 1.20 GHz, 256K Cache, 400 MHz FSB,intel,Legacy Intel® Celeron® Processor,1,null,1.20 GHz,null,20.8 W,Q1'02,null,null
Mobile Intel® Celeron® Processor 1.40 GHz, 256K Cache, 400 MHz FSB,intel,Legacy Intel® Celeron® Processor,1,null,1.40 GHz,null,30 W,Q2'04,null,null
Mobile Intel® Celeron® Processor 1.50 GHz, 256K Cache, 400 MHz FSB,intel,Legacy Intel® Celeron® Processor,1,null,1.50 GHz,null,30 W,Q2'04,null,null
Mobile Intel® Celeron® Processor 1.60 GHz, 256K Cache, 400 MHz FSB,intel,Legacy Intel® Celeron® Processor,1,null,1.60 GHz,null,30 W,Q2'04,null,null
Intel® Celeron® D Processor 315/315J,intel,Legacy Intel® Celeron® Processor,1,null,2.26 GHz,null,73 W,Q2'04,null,null
Intel® Celeron® D Processor 320,intel,Legacy Intel® Celeron® Processor,1,null,2.40 GHz,null,73 W,Q2'04,null,null
Intel® Celeron® D Processor 325,intel,Legacy Intel® Celeron® Processor,1,null,2.53 GHz,null,73 W,Q2'04,null,null
Intel® Celeron® D Processor 325/325J,intel,Legacy Intel® Celeron® Processor,1,null,2.53 GHz,null,84 W,Q2'04,null,null
Intel® Celeron® D Processor 326,intel,Legacy Intel® Celeron® Processor,1,null,2.53 GHz,null,84 W,Q2'04,null,null
Intel® Celeron® D Processor 330/330J,intel,Legacy Intel® Celeron® Processor,1,null,2.66 GHz,null,73 W,Q2'04,null,null
Intel® Celeron® D Processor 335/335J,intel,Legacy Intel® Celeron® Processor,1,null,2.80 GHz,null,73 W,Q2'04,null,null
Intel® Celeron® M Processor 320,intel,Legacy Intel® Celeron® Processor,1,null,1.30 GHz,null,24.5 W,Q2'03,null,null
Intel® Celeron® Processor 2.50 GHz, 128K Cache, 400 MHz FSB,intel,Legacy Intel® Celeron® Processor,1,null,2.50 GHz,null,61 W,Q1'02,null,null
Intel® Celeron® M Processor 600 MHz, 512K Cache, 400 MHz FSB,intel,Legacy Intel® Celeron® Processor,1,null,600 MHz,null,7 W,Q2'03,null,null
Intel® Celeron® Processor 2.00 GHz, 128K Cache, 400 MHz FSB,intel,Legacy Intel® Celeron® Processor,1,null,2.00 GHz,null,52.8 W,Q1'02,null,null
Intel® Celeron® Processor 1.70 GHz, 128K Cache, 400 MHz FSB,intel,Legacy Intel® Celeron® Processor,1,null,1.70 GHz,null,63.5 W,Q1'02,null,null
Mobile Intel® Celeron® Processor 2.20 GHz, 256K Cache, 400 MHz FSB,intel,Legacy Intel® Celeron® Processor,1,null,2.20 GHz,null,35 W,Q1'02,null,null
Mobile Intel® Celeron® Processor 2.40 GHz, 256K Cache, 400 MHz FSB,intel,Legacy Intel® Celeron® Processor,1,null,2.40 GHz,null,35 W,Q1'02,null,null
Mobile Intel® Celeron® Processor LV 650 MHz, 256K Cache, 100 MHz FSB,intel,Legacy Intel® Celeron® Processor,1,null,650 MHz,null,8.3 W,Q4'01,null,null
Intel® Celeron® Processor 566 MHz, 128K Cache, 66 MHz FSB,intel,Legacy Intel® Celeron® Processor,1,null,566 MHz,null,19.2 W,Q1'00,null,null
Intel® Celeron® Processor 733 MHz, 128K Cache, 66 MHz FSB,intel,Legacy Intel® Celeron® Processor,1,null,733 MHz,null,23.6 W,Q1'00,null,null
Intel® Celeron® Processor 850 MHz, 128K Cache, 100 MHz FSB,intel,Legacy Intel® Celeron® Processor,1,null,850 MHz,null,25.7 W,Q1'00,null,null
Intel® Celeron® Processor 433 MHz, 128K Cache, 66 MHz FSB,intel,Legacy Intel® Celeron® Processor,1,null,433 MHz,null,24.1 W,Q2'99,null,null
Intel® Celeron® Processor 300 MHz, 128K Cache, 66 MHz FSB,intel,Legacy Intel® Celeron® Processor,1,null,300 MHz,null,17.8 W,Q1'99,null,null
Intel® Celeron® Processor 366 MHz, 128K Cache, 66 MHz FSB,intel,Legacy Intel® Celeron® Processor,1,null,366 MHz,null,21.7 W,Q1'99,null,null
Intel® Xeon® Platinum 8444H Processor,intel,4th Generation Intel® Xeon® Scalable Processors,16,32,2.90 GHz,4.00 GHz,270 W,Q1'23,4 TB,Server/Enterprise
Intel® Xeon® Platinum 8450H Processor,intel,4th Generation Intel® Xeon® Scalable Processors,28,56,2.00 GHz,3.50 GHz,250 W,Q1'23,4 TB,Server/Enterprise
Intel® Xeon® Platinum 8452Y Processor,intel,4th Generation Intel® Xeon® Scalable Processors,36,72,2.00 GHz,3.20 GHz,300 W,Q1'23,4 TB,Server/Enterprise
Intel® Xeon® Platinum 8454H Processor,intel,4th Generation Intel® Xeon® Scalable Processors,32,64,2.10 GHz,3.40 GHz,270 W,Q1'23,4 TB,Server/Enterprise
Intel® Xeon® Platinum 8458P Processor,intel,4th Generation Intel® Xeon® Scalable Processors,44,88,2.70 GHz,3.80 GHz,350 W,Q1'23,4 TB,Server/Enterprise
Intel® Xeon® Platinum 8460H Processor,intel,4th Generation Intel® Xeon® Scalable Processors,40,80,2.20 GHz,3.80 GHz,330 W,Q1'23,4 TB,Server/Enterprise
Intel® Xeon® Platinum 8460Y+ Processor,intel,4th Generation Intel® Xeon® Scalable Processors,40,80,2.00 GHz,3.70 GHz,300 W,Q1'23,4 TB,Server/Enterprise
Intel® Xeon® Platinum 8461V Processor,intel,4th Generation Intel® Xeon® Scalable Processors,48,96,2.20 GHz,3.70 GHz,300 W,Q1'23,4 TB,Server/Enterprise
Intel® Xeon® Platinum 8462Y+ Processor,intel,4th Generation Intel® Xeon® Scalable Processors,32,64,2.80 GHz,4.10 GHz,300 W,Q1'23,4 TB,Server/Enterprise
Intel® Xeon® Platinum 8468 Processor,intel,4th Generation Intel® Xeon® Scalable Processors,48,96,2.10 GHz,3.80 GHz,350 W,Q1'23,4 TB,Server/Enterprise
Intel® Xeon® Platinum 8468H Processor,intel,4th Generation Intel® Xeon® Scalable Processors,48,96,2.10 GHz,3.80 GHz,330 W,Q1'23,4 TB,Server/Enterprise
Intel® Xeon® Platinum 8468V Processor,intel,4th Generation Intel® Xeon® Scalable Processors,48,96,2.40 GHz,3.80 GHz,330 W,Q1'23,4 TB,Server/Enterprise
Intel® Xeon® Platinum 8470 Processor,intel,4th Generation Intel® Xeon® Scalable Processors,52,104,2.00 GHz,3.80 GHz,350 W,Q1'23,4 TB,Server/Enterprise
Intel® Xeon® Platinum 8470N Processor,intel,4th Generation Intel® Xeon® Scalable Processors,52,104,1.70 GHz,3.60 GHz,300 W,Q1'23,4 TB,Server/Enterprise
Intel® Xeon® Platinum 8470Q Processor,intel,4th Generation Intel® Xeon® Scalable Processors,52,104,2.10 GHz,3.80 GHz,350 W,Q1'23,4 TB,Server/Enterprise
Intel® Xeon® Platinum 8471N Processor,intel,4th Generation Intel® Xeon® Scalable Processors,52,104,1.80 GHz,3.60 GHz,300 W,Q1'23,4 TB,Server/Enterprise
Intel® Xeon® Platinum 8480+ Processor,intel,4th Generation Intel® Xeon® Scalable Processors,56,112,2.00 GHz,3.80 GHz,350 W,Q1'23,4 TB,Server/Enterprise
Intel® Xeon® Platinum 8490H Processor,intel,4th Generation Intel® Xeon® Scalable Processors,60,120,1.90 GHz,3.50 GHz,350 W,Q1'23,4 TB,Server/Enterprise
Intel® Xeon® Gold 5411N Processor,intel,4th Generation Intel® Xeon® Scalable Processors,24,48,1.90 GHz,3.90 GHz,165 W,Q1'23,4 TB,Server/Enterprise
Intel® Xeon® Gold 5412U Processor,intel,4th Generation Intel® Xeon® Scalable Processors,24,48,2.10 GHz,3.90 GHz,185 W,Q1'23,4 TB,Server/Enterprise
Intel® Xeon® Gold 5415+ Processor,intel,4th Generation Intel® Xeon® Scalable Processors,8,16,2.90 GHz,4.10 GHz,150 W,Q1'23,4 TB,Server/Enterprise
Intel® Xeon® Gold 5416S Processor,intel,4th Generation Intel® Xeon® Scalable Processors,16,32,2.00 GHz,4.00 GHz,150 W,Q1'23,4 TB,Server/Enterprise
Intel® Xeon® Gold 5418N Processor,intel,4th Generation Intel® Xeon® Scalable Processors,24,48,1.80 GHz,3.80 GHz,165 W,Q1'23,4 TB,Server/Enterprise
Intel® Xeon® Gold 5418Y Processor,intel,4th Generation Intel® Xeon® Scalable Processors,24,48,2.00 GHz,3.80 GHz,185 W,Q1'23,4 TB,Server/Enterprise
Intel® Xeon® Gold 5420+ Processor,intel,4th Generation Intel® Xeon® Scalable Processors,28,56,2.00 GHz,4.10 GHz,205 W,Q1'23,4 TB,Server/Enterprise
Intel® Xeon® Gold 5423N Processor,intel,4th Generation Intel® Xeon® Scalable Processors,20,40,2.10 GHz,4.00 GHz,145 W,Q1'23,4 TB,null
Intel® Xeon® Gold 5433N Processor,intel,4th Generation Intel® Xeon® Scalable Processors,20,40,2.30 GHz,4.10 GHz,160 W,Q1'23,4 TB,null
Intel® Xeon® Gold 6414U Processor,intel,4th Generation Intel® Xeon® Scalable Processors,32,64,2.00 GHz,3.40 GHz,250 W,Q1'23,4 TB,Server/Enterprise
Intel® Xeon® Gold 6416H Processor,intel,4th Generation Intel® Xeon® Scalable Processors,18,36,2.20 GHz,4.20 GHz,165 W,Q1'23,4 TB,Server/Enterprise
Intel® Xeon® Gold 6418H Processor,intel,4th Generation Intel® Xeon® Scalable Processors,24,48,2.10 GHz,4.00 GHz,185 W,Q1'23,4 TB,Server/Enterprise
Intel® Xeon® Gold 6421N Processor,intel,4th Generation Intel® Xeon® Scalable Processors,32,64,1.80 GHz,3.60 GHz,185 W,Q1'23,4 TB,Server/Enterprise
Intel® Xeon® Gold 6426Y Processor,intel,4th Generation Intel® Xeon® Scalable Processors,16,32,2.50 GHz,4.10 GHz,185 W,Q1'23,4 TB,Server/Enterprise
Intel® Xeon® Gold 6428N Processor,intel,4th Generation Intel® Xeon® Scalable Processors,32,64,1.80 GHz,3.80 GHz,185 W,Q1'23,4 TB,Server/Enterprise
Intel® Xeon® Gold 6430 Processor,intel,4th Generation Intel® Xeon® Scalable Processors,32,64,2.10 GHz,3.40 GHz,270 W,Q1'23,4 TB,Server/Enterprise
Intel® Xeon® Gold 6434 Processor,intel,4th Generation Intel® Xeon® Scalable Processors,8,16,3.70 GHz,4.10 GHz,195 W,Q1'23,4 TB,Server/Enterprise
Intel® Xeon® Gold 6434H Processor,intel,4th Generation Intel® Xeon® Scalable Processors,8,16,3.70 GHz,4.10 GHz,195 W,Q1'23,4 TB,Server/Enterprise
Intel® Xeon® Gold 6438M Processor,intel,4th Generation Intel® Xeon® Scalable Processors,32,64,2.20 GHz,3.90 GHz,205 W,Q1'23,4 TB,Server/Enterprise
Intel® Xeon® Gold 6438N Processor,intel,4th Generation Intel® Xeon® Scalable Processors,32,64,2.00 GHz,3.60 GHz,205 W,Q1'23,4 TB,Server/Enterprise
Intel® Xeon® Gold 6438Y+ Processor,intel,4th Generation Intel® Xeon® Scalable Processors,32,64,2.00 GHz,4.00 GHz,205 W,Q1'23,4 TB,Server/Enterprise
Intel® Xeon® Gold 6442Y Processor,intel,4th Generation Intel® Xeon® Scalable Processors,24,48,2.60 GHz,4.00 GHz,225 W,Q1'23,4 TB,Server/Enterprise
Intel® Xeon® Gold 6444Y Processor,intel,4th Generation Intel® Xeon® Scalable Processors,16,32,3.60 GHz,4.00 GHz,270 W,Q1'23,4 TB,Server/Enterprise
Intel® Xeon® Gold 6448H Processor,intel,4th Generation Intel® Xeon® Scalable Processors,32,64,2.40 GHz,4.10 GHz,250 W,Q1'23,4 TB,Server/Enterprise
Intel® Xeon® Gold 6448Y Processor,intel,4th Generation Intel® Xeon® Scalable Processors,32,64,2.10 GHz,4.10 GHz,225 W,Q1'23,4 TB,Server/Enterprise
Intel® Xeon® Gold 6454S Processor,intel,4th Generation Intel® Xeon® Scalable Processors,32,64,2.20 GHz,3.40 GHz,270 W,Q1'23,4 TB,Server/Enterprise
Intel® Xeon® Gold 6458Q Processor,intel,4th Generation Intel® Xeon® Scalable Processors,32,64,3.10 GHz,4.00 GHz,350 W,Q1'23,4 TB,Server/Enterprise
Intel® Xeon® Silver 4410T Processor,intel,4th Generation Intel® Xeon® Scalable Processors,10,20,2.70 GHz,4.00 GHz,150 W,Q1'23,4 TB,Industrial Commercial Temp, Server/Enterprise
Intel® Xeon® Silver 4410Y Processor,intel,4th Generation Intel® Xeon® Scalable Processors,12,24,2.00 GHz,3.90 GHz,150 W,Q1'23,4 TB,Server/Enterprise
Intel® Xeon® Silver 4416+ Processor,intel,4th Generation Intel® Xeon® Scalable Processors,20,40,2.00 GHz,3.90 GHz,165 W,Q1'23,4 TB,Server/Enterprise
Intel® Xeon® Bronze 3408U Processor,intel,4th Generation Intel® Xeon® Scalable Processors,8,8,1.80 GHz,1.90 GHz,125 W,Q1'23,4 TB,Server/Enterprise
Intel® Xeon® Gold 5315Y Processor,intel,3rd Generation Intel® Xeon® Scalable Processors,8,16,3.20 GHz,3.60 GHz,140 W,Q2'21,6 TB,Server/Enterprise
Intel® Xeon® Gold 5317 Processor,intel,3rd Generation Intel® Xeon® Scalable Processors,12,24,3.00 GHz,3.60 GHz,150 W,Q2'21,6 TB,Server/Enterprise
Intel® Xeon® Gold 5318N Processor,intel,3rd Generation Intel® Xeon® Scalable Processors,24,48,2.10 GHz,3.40 GHz,150 W,Q2'21,6 TB,null
Intel® Xeon® Gold 5318S Processor,intel,3rd Generation Intel® Xeon® Scalable Processors,24,48,2.10 GHz,3.40 GHz,165 W,Q2'21,6 TB,null
Intel® Xeon® Gold 5318Y Processor,intel,3rd Generation Intel® Xeon® Scalable Processors,24,48,2.10 GHz,3.40 GHz,165 W,Q2'21,6 TB,Server/Enterprise
Intel® Xeon® Gold 5320 Processor,intel,3rd Generation Intel® Xeon® Scalable Processors,26,52,2.20 GHz,3.40 GHz,185 W,Q2'21,6 TB,null
Intel® Xeon® Gold 5320T Processor,intel,3rd Generation Intel® Xeon® Scalable Processors,20,40,2.30 GHz,3.50 GHz,150 W,Q2'21,6 TB,Communications Commercial Temp
Intel® Xeon® Gold 6312U Processor,intel,3rd Generation Intel® Xeon® Scalable Processors,24,48,2.40 GHz,3.60 GHz,185 W,Q2'21,6 TB,null
Intel® Xeon® Gold 6314U Processor,intel,3rd Generation Intel® Xeon® Scalable Processors,32,64,2.30 GHz,3.40 GHz,205 W,Q2'21,6 TB,null
Intel® Xeon® Gold 6326 Processor,intel,3rd Generation Intel® Xeon® Scalable Processors,16,32,2.90 GHz,3.50 GHz,185 W,Q2'21,6 TB,Server/Enterprise
Intel® Xeon® Gold 6330 Processor,intel,3rd Generation Intel® Xeon® Scalable Processors,28,56,2.00 GHz,3.10 GHz,205 W,Q2'21,6 TB,Server/Enterprise
Intel® Xeon® Gold 6330N Processor,intel,3rd Generation Intel® Xeon® Scalable Processors,28,56,2.20 GHz,3.40 GHz,165 W,Q2'21,6 TB,null
Intel® Xeon® Gold 6334 Processor,intel,3rd Generation Intel® Xeon® Scalable Processors,8,16,3.60 GHz,3.70 GHz,165 W,Q2'21,6 TB,null
Intel® Xeon® Gold 6336Y Processor,intel,3rd Generation Intel® Xeon® Scalable Processors,24,48,2.40 GHz,3.60 GHz,185 W,Q2'21,6 TB,Server/Enterprise
Intel® Xeon® Gold 6338 Processor,intel,3rd Generation Intel® Xeon® Scalable Processors,32,64,2.00 GHz,3.20 GHz,205 W,Q2'21,6 TB,null
Intel® Xeon® Gold 6338N Processor,intel,3rd Generation Intel® Xeon® Scalable Processors,32,64,2.20 GHz,3.50 GHz,185 W,Q2'21,6 TB,null
Intel® Xeon® Gold 6338T Processor,intel,3rd Generation Intel® Xeon® Scalable Processors,24,48,2.10 GHz,3.40 GHz,165 W,Q2'21,6 TB,Communications Commercial Temp
Intel® Xeon® Gold 6342 Processor,intel,3rd Generation Intel® Xeon® Scalable Processors,24,48,2.80 GHz,3.50 GHz,230 W,Q2'21,6 TB,null
Intel® Xeon® Gold 6346 Processor,intel,3rd Generation Intel® Xeon® Scalable Processors,16,32,3.10 GHz,3.60 GHz,205 W,Q2'21,6 TB,null
Intel® Xeon® Gold 6348 Processor,intel,3rd Generation Intel® Xeon® Scalable Processors,28,56,2.60 GHz,3.50 GHz,235 W,Q2'21,6 TB,null
Intel® Xeon® Gold 6354 Processor,intel,3rd Generation Intel® Xeon® Scalable Processors,18,36,3.00 GHz,3.60 GHz,205 W,Q2'21,6 TB,null
Intel® Xeon® Platinum 8351N Processor,intel,3rd Generation Intel® Xeon® Scalable Processors,36,72,2.40 GHz,3.50 GHz,225 W,Q2'21,6 TB,null
Intel® Xeon® Platinum 8352M Processor,intel,3rd Generation Intel® Xeon® Scalable Processors,32,64,2.30 GHz,3.50 GHz,185 W,Q2'21,6 TB,null
Intel® Xeon® Platinum 8352S Processor,intel,3rd Generation Intel® Xeon® Scalable Processors,32,64,2.20 GHz,3.40 GHz,205 W,Q2'21,6 TB,null
Intel® Xeon® Platinum 8352V Processor,intel,3rd Generation Intel® Xeon® Scalable Processors,36,72,2.10 GHz,3.50 GHz,195 W,Q2'21,6 TB,null
Intel® Xeon® Platinum 8352Y Processor,intel,3rd Generation Intel® Xeon® Scalable Processors,32,64,2.20 GHz,3.40 GHz,205 W,Q2'21,6 TB,null
Intel® Xeon® Platinum 8358 Processor,intel,3rd Generation Intel® Xeon® Scalable Processors,32,64,2.60 GHz,3.40 GHz,250 W,Q2'21,6 TB,null
Intel® Xeon® Platinum 8358P Processor,intel,3rd Generation Intel® Xeon® Scalable Processors,32,64,2.60 GHz,3.40 GHz,240 W,Q2'21,6 TB,null
Intel® Xeon® Platinum 8360Y Processor,intel,3rd Generation Intel® Xeon® Scalable Processors,36,72,2.40 GHz,3.50 GHz,250 W,Q2'21,6 TB,null
Intel® Xeon® Platinum 8362 Processor,intel,3rd Generation Intel® Xeon® Scalable Processors,32,64,2.80 GHz,3.60 GHz,265 W,Q2'21,6 TB,null
Intel® Xeon® Platinum 8368 Processor,intel,3rd Generation Intel® Xeon® Scalable Processors,38,76,2.40 GHz,3.40 GHz,270 W,Q2'21,6 TB,null
Intel® Xeon® Platinum 8368Q Processor,intel,3rd Generation Intel® Xeon® Scalable Processors,38,76,2.60 GHz,3.70 GHz,270 W,Q2'21,6 TB,null
Intel® Xeon® Platinum 8380 Processor,intel,3rd Generation Intel® Xeon® Scalable Processors,40,80,2.30 GHz,3.40 GHz,270 W,Q2'21,6 TB,null
Intel® Xeon® Silver 4309Y Processor,intel,3rd Generation Intel® Xeon® Scalable Processors,8,16,2.80 GHz,3.60 GHz,105 W,Q2'21,6 TB,null
Intel® Xeon® Silver 4310 Processor,intel,3rd Generation Intel® Xeon® Scalable Processors,12,24,2.10 GHz,3.30 GHz,120 W,Q2'21,6 TB,Server/Enterprise
Intel® Xeon® Silver 4310T Processor,intel,3rd Generation Intel® Xeon® Scalable Processors,10,20,2.30 GHz,3.40 GHz,105 W,Q2'21,6 TB,Communications Commercial Temp
Intel® Xeon® Silver 4314 Processor,intel,3rd Generation Intel® Xeon® Scalable Processors,16,32,2.40 GHz,3.40 GHz,135 W,Q2'21,6 TB,Server/Enterprise
Intel® Xeon® Silver 4316 Processor,intel,3rd Generation Intel® Xeon® Scalable Processors,20,40,2.30 GHz,3.40 GHz,150 W,Q2'21,6 TB,Server/Enterprise
Intel® Xeon® Gold 6330H Processor,intel,3rd Generation Intel® Xeon® Scalable Processors,24,48,2.00 GHz,3.70 GHz,150 W,Q3'20,1.12 TB,null
Intel® Xeon® Platinum 8356H Processor,intel,3rd Generation Intel® Xeon® Scalable Processors,8,16,3.90 GHz,4.40 GHz,190 W,Q3'20,1.12 TB,null
Intel® Xeon® Platinum 8360H Processor,intel,3rd Generation Intel® Xeon® Scalable Processors,24,48,3.00 GHz,4.20 GHz,225 W,Q3'20,1.12 TB,null
Intel® Xeon® Platinum 8360HL Processor,intel,3rd Generation Intel® Xeon® Scalable Processors,24,48,3.00 GHz,4.20 GHz,225 W,Q3'20,4.5 TB,null
Intel® Xeon® Gold 5318H Processor,intel,3rd Generation Intel® Xeon® Scalable Processors,18,36,2.50 GHz,3.80 GHz,150 W,Q2'20,1.12 TB,null
Intel® Xeon® Gold 5320H Processor,intel,3rd Generation Intel® Xeon® Scalable Processors,20,40,2.40 GHz,4.20 GHz,150 W,Q2'20,1.12 TB,null
Intel® Xeon® Gold 6328H Processor,intel,3rd Generation Intel® Xeon® Scalable Processors,16,32,2.80 GHz,4.30 GHz,165 W,Q2'20,1.12 TB,null
Intel® Xeon® Gold 6328HL Processor,intel,3rd Generation Intel® Xeon® Scalable Processors,16,32,2.80 GHz,4.30 GHz,165 W,Q2'20,4.5 TB,null
Intel® Xeon® Gold 6348H Processor,intel,3rd Generation Intel® Xeon® Scalable Processors,24,48,2.30 GHz,4.20 GHz,165 W,Q2'20,1.12 TB,null
Intel® Xeon® Platinum 8353H Processor,intel,3rd Generation Intel® Xeon® Scalable Processors,18,36,2.50 GHz,3.80 GHz,150 W,Q2'20,1.12 TB,null
Intel® Xeon® Platinum 8354H Processor,intel,3rd Generation Intel® Xeon® Scalable Processors,18,36,3.10 GHz,4.30 GHz,205 W,Q2'20,1.12 TB,null
Intel® Xeon® Platinum 8376H Processor,intel,3rd Generation Intel® Xeon® Scalable Processors,28,56,2.60 GHz,4.30 GHz,205 W,Q2'20,1.12 TB,null
Intel® Xeon® Platinum 8376HL Processor,intel,3rd Generation Intel® Xeon® Scalable Processors,28,56,2.60 GHz,4.30 GHz,205 W,Q2'20,4.5 TB,null
Intel® Xeon® Platinum 8380H Processor,intel,3rd Generation Intel® Xeon® Scalable Processors,28,56,2.90 GHz,4.30 GHz,250 W,Q2'20,1.12 TB,null
Intel® Xeon® Platinum 8380HL Processor,intel,3rd Generation Intel® Xeon® Scalable Processors,28,56,2.90 GHz,4.30 GHz,250 W,Q2'20,4.5 TB,null
