cpuName,manufacturerName,productCollection,totalCores,totalThreads,baseFrequency,turboFrequency,defaultTdp,launchDate,maxRam,usageType
Intel® Core™ i5-5675C Processor,intel,5th Generation Intel® Core™ i5 Processors,4,null,3.10 GHz,3.60 GHz,65 W,Q2'15,32 GB,null
Intel® Core™ i5-5675R Processor,intel,5th Generation Intel® Core™ i5 Processors,4,null,3.10 GHz,3.60 GHz,65 W,Q2'15,32 GB,null
Intel® Core™ i5-5200U Processor,intel,5th Generation Intel® Core™ i5 Processors,2,4,2.20 GHz,2.70 GHz,15 W,Q1'15,16 GB,null
Intel® Core™ i5-5250U Processor,intel,5th Generation Intel® Core™ i5 Processors,2,4,1.60 GHz,2.70 GHz,15 W,Q1'15,16 GB,null
Intel® Core™ i5-5257U Processor,intel,5th Generation Intel® Core™ i5 Processors,2,4,2.70 GHz,3.10 GHz,28 W,Q1'15,16 GB,null
Intel® Core™ i5-5287U Processor,intel,5th Generation Intel® Core™ i5 Processors,2,4,2.90 GHz,3.30 GHz,28 W,Q1'15,16 GB,null
Intel® Core™ i5-5300U Processor,intel,5th Generation Intel® Core™ i5 Processors,2,4,2.30 GHz,2.90 GHz,15 W,Q1'15,16 GB,null
Intel® Core™ i5-5350U Processor,intel,5th Generation Intel® Core™ i5 Processors,2,4,1.80 GHz,2.90 GHz,15 W,Q1'15,16 GB,Industrial Commercial Temp, Embedded Broad Market Commercial Temp, PC/Client/Tablet
Intel® Core™ i3-5015U Processor,intel,5th Generation Intel® Core™ i3 Processors,2,4,2.10 GHz,null,15 W,Q1'15,16 GB,null
Intel® Core™ i3-5020U Processor,intel,5th Generation Intel® Core™ i3 Processors,2,4,2.20 GHz,null,15 W,Q1'15,16 GB,null
Intel® Core™ i3-5005U Processor,intel,5th Generation Intel® Core™ i3 Processors,2,4,2.00 GHz,null,15 W,Q1'15,16 GB,null
Intel® Core™ i3-5010U Processor,intel,5th Generation Intel® Core™ i3 Processors,2,4,2.10 GHz,null,15 W,Q1'15,16 GB,Industrial Commercial Temp, Embedded Broad Market Commercial Temp, PC/Client/Tablet
Intel® Core™ i3-5157U Processor,intel,5th Generation Intel® Core™ i3 Processors,2,4,2.50 GHz,null,28 W,Q1'15,16 GB,null
Intel® Core™ M-5Y10c Processor,intel,5th Generation Intel® Core™ M Processors,2,4,800 MHz,2.00 GHz,4.5 W,Q4'14,16 GB,null
Intel® Core™ M-5Y31 Processor,intel,5th Generation Intel® Core™ M Processors,2,4,900 MHz,2.40 GHz,4.5 W,Q4'14,16 GB,null
Intel® Core™ M-5Y51 Processor,intel,5th Generation Intel® Core™ M Processors,2,4,1.10 GHz,2.60 GHz,4.5 W,Q4'14,16 GB,null
Intel® Core™ M-5Y71 Processor,intel,5th Generation Intel® Core™ M Processors,2,4,1.20 GHz,2.90 GHz,4.5 W,Q4'14,16 GB,null
Intel® Core™ M-5Y10 Processor,intel,5th Generation Intel® Core™ M Processors,2,4,800 MHz,2.00 GHz,4.5 W,Q3'14,16 GB,null
Intel® Core™ M-5Y10a Processor,intel,5th Generation Intel® Core™ M Processors,2,4,800 MHz,2.00 GHz,4.5 W,Q3'14,16 GB,null
Intel® Core™ M-5Y70 Processor,intel,5th Generation Intel® Core™ M Processors,2,4,1.10 GHz,2.60 GHz,4.5 W,Q3'14,16 GB,null
Intel® Core™ i7-4720HQ Processor,intel,4th Generation Intel® Core™ i7 Processors,4,8,2.60 GHz,3.60 GHz,47 W,Q1'15,32 GB,null
Intel® Core™ i7-4722HQ Processor,intel,4th Generation Intel® Core™ i7 Processors,4,8,2.40 GHz,3.40 GHz,37 W,Q1'15,32 GB,null
Intel® Core™ i7-4578U Processor,intel,4th Generation Intel® Core™ i7 Processors,2,4,3.00 GHz,3.50 GHz,28 W,Q3'14,16 GB,null
Intel® Core™ i7-4770HQ Processor,intel,4th Generation Intel® Core™ i7 Processors,4,8,2.20 GHz,3.40 GHz,47 W,Q3'14,32 GB,null
Intel® Core™ i7-4870HQ Processor,intel,4th Generation Intel® Core™ i7 Processors,4,8,2.50 GHz,3.70 GHz,47 W,Q3'14,32 GB,null
Intel® Core™ i7-4980HQ Processor,intel,4th Generation Intel® Core™ i7 Processors,4,8,2.80 GHz,4.00 GHz,47 W,Q3'14,32 GB,null
Intel® Core™ i7-4790K Processor,intel,4th Generation Intel® Core™ i7 Processors,4,8,4.00 GHz,4.40 GHz,88 W,Q2'14,32 GB,null
Intel® Core™ i7-4785T Processor,intel,4th Generation Intel® Core™ i7 Processors,4,8,2.20 GHz,3.20 GHz,35 W,Q2'14,32 GB,null
Intel® Core™ i7-4790 Processor,intel,4th Generation Intel® Core™ i7 Processors,4,8,3.60 GHz,4.00 GHz,84 W,Q2'14,32 GB,null
Intel® Core™ i7-4790S Processor,intel,4th Generation Intel® Core™ i7 Processors,4,8,3.20 GHz,4.00 GHz,65 W,Q2'14,32 GB,PC/Client/Tablet
Intel® Core™ i7-4790T Processor,intel,4th Generation Intel® Core™ i7 Processors,4,8,2.70 GHz,3.90 GHz,45 W,Q2'14,32 GB,null
Intel® Core™ i7-4510U Processor,intel,4th Generation Intel® Core™ i7 Processors,2,4,2.00 GHz,3.10 GHz,15 W,Q2'14,16 GB,null
Intel® Core™ i7-4710HQ Processor,intel,4th Generation Intel® Core™ i7 Processors,4,8,2.50 GHz,3.50 GHz,47 W,Q2'14,32 GB,null
Intel® Core™ i7-4710MQ Processor,intel,4th Generation Intel® Core™ i7 Processors,4,8,2.50 GHz,3.50 GHz,47 W,Q2'14,32 GB,null
Intel® Core™ i7-4712HQ Processor,intel,4th Generation Intel® Core™ i7 Processors,4,8,2.30 GHz,3.30 GHz,37 W,Q2'14,32 GB,null
Intel® Core™ i7-4712MQ Processor,intel,4th Generation Intel® Core™ i7 Processors,4,8,2.30 GHz,3.30 GHz,37 W,Q2'14,32 GB,null
Intel® Core™ i7-4760HQ Processor,intel,4th Generation Intel® Core™ i7 Processors,4,8,2.10 GHz,3.30 GHz,47 W,Q2'14,32 GB,null
Intel® Core™ i7-4700EC Processor,intel,4th Generation Intel® Core™ i7 Processors,4,8,2.70 GHz,null,43 W,Q1'14,32 GB,null
Intel® Core™ i7-4702EC Processor,intel,4th Generation Intel® Core™ i7 Processors,4,8,2.00 GHz,null,27 W,Q1'14,32 GB,null
Intel® Core™ i7-4610M Processor,intel,4th Generation Intel® Core™ i7 Processors,2,4,3.00 GHz,3.70 GHz,37 W,Q1'14,32 GB,null
Intel® Core™ i7-4810MQ Processor,intel,4th Generation Intel® Core™ i7 Processors,4,8,2.80 GHz,3.80 GHz,47 W,Q1'14,32 GB,null
Intel® Core™ i7-4860HQ Processor,intel,4th Generation Intel® Core™ i7 Processors,4,8,2.40 GHz,3.60 GHz,47 W,Q1'14,32 GB,null
Intel® Core™ i7-4910MQ Processor,intel,4th Generation Intel® Core™ i7 Processors,4,8,2.90 GHz,3.90 GHz,47 W,Q1'14,32 GB,null
Intel® Core™ i7-4600M Processor,intel,4th Generation Intel® Core™ i7 Processors,2,4,2.90 GHz,3.60 GHz,37 W,Q4'13,32 GB,null
Intel® Core™ i7-4600U Processor,intel,4th Generation Intel® Core™ i7 Processors,2,4,2.10 GHz,3.30 GHz,15 W,Q3'13,16 GB,null
Intel® Core™ i7-4610Y Processor,intel,4th Generation Intel® Core™ i7 Processors,2,4,1.70 GHz,2.90 GHz,11.5 W,Q3'13,16 GB,null
Intel® Core™ i7-4771 Processor,intel,4th Generation Intel® Core™ i7 Processors,4,8,3.50 GHz,3.90 GHz,84 W,Q3'13,32 GB,null
Intel® Core™ i7-4960HQ Processor,intel,4th Generation Intel® Core™ i7 Processors,4,8,2.60 GHz,3.80 GHz,47 W,Q4'13,32 GB,null
Intel® Core™ i7-4750HQ Processor,intel,4th Generation Intel® Core™ i7 Processors,4,8,2.00 GHz,3.20 GHz,47 W,Q3'13,32 GB,null
Intel® Core™ i7-4850HQ Processor,intel,4th Generation Intel® Core™ i7 Processors,4,8,2.30 GHz,3.50 GHz,47 W,Q3'13,32 GB,null
Intel® Core™ i7-4950HQ Processor,intel,4th Generation Intel® Core™ i7 Processors,4,8,2.40 GHz,3.60 GHz,47 W,Q3'13,32 GB,null
Intel® Core™ i7-4500U Processor,intel,4th Generation Intel® Core™ i7 Processors,2,4,1.80 GHz,3.00 GHz,15 W,Q3'13,16 GB,null
Intel® Core™ i7-4550U Processor,intel,4th Generation Intel® Core™ i7 Processors,2,4,1.50 GHz,3.00 GHz,15 W,Q3'13,16 GB,null
Intel® Core™ i7-4558U Processor,intel,4th Generation Intel® Core™ i7 Processors,2,4,2.80 GHz,3.30 GHz,28 W,Q3'13,16 GB,null
Intel® Core™ i7-4650U Processor,intel,4th Generation Intel® Core™ i7 Processors,2,4,1.70 GHz,3.30 GHz,15 W,Q3'13,16 GB,Industrial Commercial Temp
Intel® Core™ i7-4770R Processor,intel,4th Generation Intel® Core™ i7 Processors,4,8,3.20 GHz,3.90 GHz,65 W,Q2'13,32 GB,null
Intel® Core™ i7-4700EQ Processor,intel,4th Generation Intel® Core™ i7 Processors,4,8,2.40 GHz,3.40 GHz,47 W,Q2'13,32 GB,Industrial Commercial Temp
Intel® Core™ i7-4700HQ Processor,intel,4th Generation Intel® Core™ i7 Processors,4,8,2.40 GHz,3.40 GHz,47 W,Q2'13,32 GB,null
Intel® Core™ i7-4700MQ Processor,intel,4th Generation Intel® Core™ i7 Processors,4,8,2.40 GHz,3.40 GHz,47 W,Q2'13,32 GB,null
Intel® Core™ i7-4702HQ Processor,intel,4th Generation Intel® Core™ i7 Processors,4,8,2.20 GHz,3.20 GHz,37 W,Q2'13,32 GB,null
Intel® Core™ i7-4702MQ Processor,intel,4th Generation Intel® Core™ i7 Processors,4,8,2.20 GHz,3.20 GHz,37 W,Q2'13,32 GB,null
Intel® Core™ i7-4765T Processor,intel,4th Generation Intel® Core™ i7 Processors,4,8,2.00 GHz,3.00 GHz,35 W,Q2'13,32 GB,null
Intel® Core™ i7-4770 Processor,intel,4th Generation Intel® Core™ i7 Processors,4,8,3.40 GHz,3.90 GHz,84 W,Q2'13,32 GB,null
Intel® Core™ i7-4770K Processor,intel,4th Generation Intel® Core™ i7 Processors,4,8,3.50 GHz,3.90 GHz,84 W,Q2'13,32 GB,null
Intel® Core™ i7-4770S Processor,intel,4th Generation Intel® Core™ i7 Processors,4,8,3.10 GHz,3.90 GHz,65 W,Q2'13,32 GB,PC/Client/Tablet
Intel® Core™ i7-4770T Processor,intel,4th Generation Intel® Core™ i7 Processors,4,8,2.50 GHz,3.70 GHz,45 W,Q2'13,32 GB,null
Intel® Core™ i7-4770TE Processor,intel,4th Generation Intel® Core™ i7 Processors,4,8,2.30 GHz,3.30 GHz,45 W,Q2'13,32 GB,Embedded Broad Market Commercial Temp, PC/Client/Tablet
Intel® Core™ i7-4800MQ Processor,intel,4th Generation Intel® Core™ i7 Processors,4,8,2.70 GHz,3.70 GHz,47 W,Q2'13,32 GB,null
Intel® Core™ i7-4900MQ Processor,intel,4th Generation Intel® Core™ i7 Processors,4,8,2.80 GHz,3.80 GHz,47 W,Q2'13,32 GB,null
Intel® Core™ i5-4210H Processor,intel,4th Generation Intel® Core™ i5 Processors,2,4,2.90 GHz,3.50 GHz,47 W,Q3'14,32 GB,null
Intel® Core™ i5-4278U Processor,intel,4th Generation Intel® Core™ i5 Processors,2,4,2.60 GHz,3.10 GHz,28 W,Q3'14,16 GB,null
Intel® Core™ i5-4308U Processor,intel,4th Generation Intel® Core™ i5 Processors,2,4,2.80 GHz,3.30 GHz,28 W,Q3'14,16 GB,null
Intel® Core™ i5-4690K Processor,intel,4th Generation Intel® Core™ i5 Processors,4,4,3.50 GHz,3.90 GHz,88 W,Q2'14,32 GB,null
Intel® Core™ i5-4460 Processor,intel,4th Generation Intel® Core™ i5 Processors,4,4,3.20 GHz,3.40 GHz,84 W,Q2'14,32 GB,null
Intel® Core™ i5-4460S Processor,intel,4th Generation Intel® Core™ i5 Processors,4,4,2.90 GHz,3.40 GHz,65 W,Q2'14,32 GB,null
Intel® Core™ i5-4460T Processor,intel,4th Generation Intel® Core™ i5 Processors,4,4,1.90 GHz,2.70 GHz,35 W,Q2'14,32 GB,null
Intel® Core™ i5-4590 Processor,intel,4th Generation Intel® Core™ i5 Processors,4,4,3.30 GHz,3.70 GHz,84 W,Q2'14,32 GB,null
Intel® Core™ i5-4590S Processor,intel,4th Generation Intel® Core™ i5 Processors,4,4,3.00 GHz,3.70 GHz,65 W,Q2'14,32 GB,PC/Client/Tablet
Intel® Core™ i5-4590T Processor,intel,4th Generation Intel® Core™ i5 Processors,4,4,2.00 GHz,3.00 GHz,35 W,Q2'14,32 GB,Embedded Broad Market Commercial Temp, PC/Client/Tablet
Intel® Core™ i5-4690 Processor,intel,4th Generation Intel® Core™ i5 Processors,4,4,3.50 GHz,3.90 GHz,84 W,Q2'14,32 GB,null
Intel® Core™ i5-4690S Processor,intel,4th Generation Intel® Core™ i5 Processors,4,4,3.20 GHz,3.90 GHz,65 W,Q2'14,32 GB,null
Intel® Core™ i5-4690T Processor,intel,4th Generation Intel® Core™ i5 Processors,4,4,2.50 GHz,3.50 GHz,45 W,Q2'14,32 GB,null
Intel® Core™ i5-4210M Processor,intel,4th Generation Intel® Core™ i5 Processors,2,4,2.60 GHz,3.20 GHz,37 W,Q2'14,32 GB,null
Intel® Core™ i5-4210U Processor,intel,4th Generation Intel® Core™ i5 Processors,2,4,1.70 GHz,2.70 GHz,15 W,Q2'14,16 GB,null
Intel® Core™ i5-4220Y Processor,intel,4th Generation Intel® Core™ i5 Processors,2,4,1.60 GHz,2.00 GHz,11.5 W,Q2'14,16 GB,null
Intel® Core™ i5-4260U Processor,intel,4th Generation Intel® Core™ i5 Processors,2,4,1.40 GHz,2.70 GHz,15 W,Q2'14,16 GB,null
Intel® Core™ i5-4410E Processor,intel,4th Generation Intel® Core™ i5 Processors,2,4,2.90 GHz,null,37 W,Q2'14,16 GB,Industrial Commercial Temp, Embedded Broad Market Commercial Temp, PC/Client/Tablet
Intel® Core™ i5-4422E Processor,intel,4th Generation Intel® Core™ i5 Processors,2,4,1.80 GHz,2.90 GHz,25 W,Q2'14,16 GB,Industrial Commercial Temp, Embedded Broad Market Commercial Temp, PC/Client/Tablet
Intel® Core™ i5-4402EC Processor,intel,4th Generation Intel® Core™ i5 Processors,2,4,2.50 GHz,null,27 W,Q1'14,32 GB,null
Intel® Core™ i5-4310M Processor,intel,4th Generation Intel® Core™ i5 Processors,2,4,2.70 GHz,3.40 GHz,37 W,Q1'14,32 GB,null
Intel® Core™ i5-4310U Processor,intel,4th Generation Intel® Core™ i5 Processors,2,4,2.00 GHz,3.00 GHz,15 W,Q1'14,16 GB,null
Intel® Core™ i5-4340M Processor,intel,4th Generation Intel® Core™ i5 Processors,2,4,2.90 GHz,3.60 GHz,37 W,Q1'14,32 GB,null
Intel® Core™ i5-4360U Processor,intel,4th Generation Intel® Core™ i5 Processors,2,4,1.50 GHz,3.00 GHz,15 W,Q1'14,16 GB,null
Intel® Core™ i5-4200H Processor,intel,4th Generation Intel® Core™ i5 Processors,2,4,2.80 GHz,3.40 GHz,47 W,Q4'13,32 GB,null
Intel® Core™ i5-4200M Processor,intel,4th Generation Intel® Core™ i5 Processors,2,4,2.50 GHz,3.10 GHz,37 W,Q4'13,32 GB,null
Intel® Core™ i5-4202Y Processor,intel,4th Generation Intel® Core™ i5 Processors,2,4,1.60 GHz,2.00 GHz,11.5 W,Q3'13,16 GB,null
Intel® Core™ i5-4210Y Processor,intel,4th Generation Intel® Core™ i5 Processors,2,4,1.50 GHz,1.90 GHz,11.5 W,Q3'13,16 GB,null
Intel® Core™ i5-4300M Processor,intel,4th Generation Intel® Core™ i5 Processors,2,4,2.60 GHz,3.30 GHz,37 W,Q4'13,32 GB,null
Intel® Core™ i5-4300U Processor,intel,4th Generation Intel® Core™ i5 Processors,2,4,1.90 GHz,2.90 GHz,15 W,Q3'13,16 GB,Industrial Commercial Temp, Embedded Broad Market Commercial Temp, PC/Client/Tablet
Intel® Core™ i5-4300Y Processor,intel,4th Generation Intel® Core™ i5 Processors,2,4,1.60 GHz,2.30 GHz,11.5 W,Q3'13,16 GB,null
Intel® Core™ i5-4302Y Processor,intel,4th Generation Intel® Core™ i5 Processors,2,4,1.60 GHz,2.30 GHz,11.5 W,Q3'13,16 GB,null
Intel® Core™ i5-4330M Processor,intel,4th Generation Intel® Core™ i5 Processors,2,4,2.80 GHz,3.50 GHz,37 W,Q4'13,32 GB,null
Intel® Core™ i5-4400E Processor,intel,4th Generation Intel® Core™ i5 Processors,2,4,2.70 GHz,3.30 GHz,37 W,Q3'13,16 GB,Industrial Commercial Temp
Intel® Core™ i5-4402E Processor,intel,4th Generation Intel® Core™ i5 Processors,2,4,1.60 GHz,2.70 GHz,25 W,Q3'13,16 GB,Industrial Commercial Temp
Intel® Core™ i5-4440 Processor,intel,4th Generation Intel® Core™ i5 Processors,4,4,3.10 GHz,3.30 GHz,84 W,Q3'13,32 GB,null
Intel® Core™ i5-4440S Processor,intel,4th Generation Intel® Core™ i5 Processors,4,4,2.80 GHz,3.30 GHz,65 W,Q3'13,32 GB,null
Intel® Core™ i5-4200U Processor,intel,4th Generation Intel® Core™ i5 Processors,2,4,1.60 GHz,2.60 GHz,15 W,Q3'13,16 GB,null
Intel® Core™ i5-4200Y Processor,intel,4th Generation Intel® Core™ i5 Processors,2,4,1.40 GHz,1.90 GHz,11.5 W,Q3'13,16 GB,null
Intel® Core™ i5-4250U Processor,intel,4th Generation Intel® Core™ i5 Processors,2,4,1.30 GHz,2.60 GHz,15 W,Q3'13,16 GB,null
Intel® Core™ i5-4258U Processor,intel,4th Generation Intel® Core™ i5 Processors,2,4,2.40 GHz,2.90 GHz,28 W,Q3'13,16 GB,null
Intel® Core™ i5-4288U Processor,intel,4th Generation Intel® Core™ i5 Processors,2,4,2.60 GHz,3.10 GHz,28 W,Q3'13,16 GB,null
Intel® Core™ i5-4350U Processor,intel,4th Generation Intel® Core™ i5 Processors,2,4,1.40 GHz,2.90 GHz,15 W,Q3'13,16 GB,null
Intel® Core™ i5-4570R Processor,intel,4th Generation Intel® Core™ i5 Processors,4,4,2.70 GHz,3.20 GHz,65 W,Q2'13,32 GB,null
Intel® Core™ i5-4670R Processor,intel,4th Generation Intel® Core™ i5 Processors,4,4,3.00 GHz,3.70 GHz,65 W,Q2'13,32 GB,null
Intel® Core™ i5-4430 Processor,intel,4th Generation Intel® Core™ i5 Processors,4,4,3.00 GHz,3.20 GHz,84 W,Q2'13,32 GB,null
Intel® Core™ i5-4430S Processor,intel,4th Generation Intel® Core™ i5 Processors,4,4,2.70 GHz,3.20 GHz,65 W,Q2'13,32 GB,null
Intel® Core™ i5-4570 Processor,intel,4th Generation Intel® Core™ i5 Processors,4,4,3.20 GHz,3.60 GHz,84 W,Q2'13,32 GB,null
Intel® Core™ i5-4570S Processor,intel,4th Generation Intel® Core™ i5 Processors,4,4,2.90 GHz,3.60 GHz,65 W,Q2'13,32 GB,Embedded Broad Market Commercial Temp, PC/Client/Tablet
Intel® Core™ i5-4570T Processor,intel,4th Generation Intel® Core™ i5 Processors,2,4,2.90 GHz,3.60 GHz,35 W,Q2'13,32 GB,null
Intel® Core™ i5-4570TE Processor,intel,4th Generation Intel® Core™ i5 Processors,2,4,2.70 GHz,3.30 GHz,35 W,Q2'13,32 GB,Embedded Broad Market Commercial Temp, PC/Client/Tablet
Intel® Core™ i5-4670 Processor,intel,4th Generation Intel® Core™ i5 Processors,4,4,3.40 GHz,3.80 GHz,84 W,Q2'13,32 GB,null
Intel® Core™ i5-4670K Processor,intel,4th Generation Intel® Core™ i5 Processors,4,4,3.40 GHz,3.80 GHz,84 W,Q2'13,32 GB,null
Intel® Core™ i5-4670S Processor,intel,4th Generation Intel® Core™ i5 Processors,4,4,3.10 GHz,3.80 GHz,65 W,Q2'13,32 GB,null
Intel® Core™ i5-4670T Processor,intel,4th Generation Intel® Core™ i5 Processors,4,4,2.30 GHz,3.30 GHz,45 W,Q2'13,32 GB,null
Intel® Core™ i3-4170 Processor,intel,4th Generation Intel® Core™ i3 Processors,2,4,3.70 GHz,null,54 W,Q1'15,32 GB,null
Intel® Core™ i3-4170T Processor,intel,4th Generation Intel® Core™ i3 Processors,2,4,3.20 GHz,null,35 W,Q1'15,32 GB,null
Intel® Core™ i3-4370T Processor,intel,4th Generation Intel® Core™ i3 Processors,2,4,3.30 GHz,null,35 W,Q1'15,32 GB,null
Intel® Core™ i3-4160 Processor,intel,4th Generation Intel® Core™ i3 Processors,2,4,3.60 GHz,null,54 W,Q3'14,32 GB,null
Intel® Core™ i3-4160T Processor,intel,4th Generation Intel® Core™ i3 Processors,2,4,3.10 GHz,null,35 W,Q3'14,32 GB,null
Intel® Core™ i3-4360T Processor,intel,4th Generation Intel® Core™ i3 Processors,2,4,3.20 GHz,null,35 W,Q3'14,32 GB,null
Intel® Core™ i3-4370 Processor,intel,4th Generation Intel® Core™ i3 Processors,2,4,3.80 GHz,null,54 W,Q3'14,32 GB,null
Intel® Core™ i3-4150 Processor,intel,4th Generation Intel® Core™ i3 Processors,2,4,3.50 GHz,null,54 W,Q2'14,32 GB,null
Intel® Core™ i3-4150T Processor,intel,4th Generation Intel® Core™ i3 Processors,2,4,3.00 GHz,null,35 W,Q2'14,32 GB,null
Intel® Core™ i3-4340TE Processor,intel,4th Generation Intel® Core™ i3 Processors,2,4,2.60 GHz,null,35 W,Q2'14,32 GB,Embedded Broad Market Commercial Temp, PC/Client/Tablet
Intel® Core™ i3-4350 Processor,intel,4th Generation Intel® Core™ i3 Processors,2,4,3.60 GHz,null,54 W,Q2'14,32 GB,null
Intel® Core™ i3-4350T Processor,intel,4th Generation Intel® Core™ i3 Processors,2,4,3.10 GHz,null,35 W,Q2'14,32 GB,Embedded Broad Market Commercial Temp, PC/Client/Tablet
Intel® Core™ i3-4360 Processor,intel,4th Generation Intel® Core™ i3 Processors,2,4,3.70 GHz,null,54 W,Q2'14,32 GB,PC/Client/Tablet
Intel® Core™ i3-4025U Processor,intel,4th Generation Intel® Core™ i3 Processors,2,4,1.90 GHz,null,15 W,Q2'14,16 GB,null
Intel® Core™ i3-4030U Processor,intel,4th Generation Intel® Core™ i3 Processors,2,4,1.90 GHz,null,15 W,Q2'14,16 GB,null
Intel® Core™ i3-4030Y Processor,intel,4th Generation Intel® Core™ i3 Processors,2,4,1.60 GHz,null,11.5 W,Q2'14,16 GB,null
Intel® Core™ i3-4110E Processor,intel,4th Generation Intel® Core™ i3 Processors,2,4,2.60 GHz,null,37 W,Q2'14,32 GB,Industrial Commercial Temp, Embedded Broad Market Commercial Temp, PC/Client/Tablet
Intel® Core™ i3-4110M Processor,intel,4th Generation Intel® Core™ i3 Processors,2,4,2.60 GHz,null,37 W,Q2'14,32 GB,null
Intel® Core™ i3-4112E Processor,intel,4th Generation Intel® Core™ i3 Processors,2,4,1.80 GHz,null,25 W,Q2'14,32 GB,Industrial Commercial Temp, Embedded Broad Market Commercial Temp, PC/Client/Tablet
Intel® Core™ i3-4120U Processor,intel,4th Generation Intel® Core™ i3 Processors,2,4,2.00 GHz,null,15 W,Q2'14,16 GB,null
Intel® Core™ i3-4000M Processor,intel,4th Generation Intel® Core™ i3 Processors,2,4,2.40 GHz,null,37 W,Q4'13,32 GB,null
Intel® Core™ i3-4005U Processor,intel,4th Generation Intel® Core™ i3 Processors,2,4,1.70 GHz,null,15 W,Q3'13,16 GB,null
Intel® Core™ i3-4012Y Processor,intel,4th Generation Intel® Core™ i3 Processors,2,4,1.50 GHz,null,11.5 W,Q3'13,16 GB,null
Intel® Core™ i3-4020Y Processor,intel,4th Generation Intel® Core™ i3 Processors,2,4,1.50 GHz,null,11.5 W,Q3'13,16 GB,null
Intel® Core™ i3-4100E Processor,intel,4th Generation Intel® Core™ i3 Processors,2,4,2.40 GHz,null,37 W,Q3'13,16 GB,Industrial Commercial Temp
Intel® Core™ i3-4100M Processor,intel,4th Generation Intel® Core™ i3 Processors,2,4,2.50 GHz,null,37 W,Q4'13,32 GB,null
Intel® Core™ i3-4102E Processor,intel,4th Generation Intel® Core™ i3 Processors,2,4,1.60 GHz,null,25 W,Q3'13,16 GB,Industrial Commercial Temp
Intel® Core™ i3-4130 Processor,intel,4th Generation Intel® Core™ i3 Processors,2,4,3.40 GHz,null,54 W,Q3'13,32 GB,null
Intel® Core™ i3-4130T Processor,intel,4th Generation Intel® Core™ i3 Processors,2,4,2.90 GHz,null,35 W,Q3'13,32 GB,null
Intel® Core™ i3-4330 Processor,intel,4th Generation Intel® Core™ i3 Processors,2,4,3.50 GHz,null,54 W,Q3'13,32 GB,Embedded Broad Market Commercial Temp, PC/Client/Tablet
Intel® Core™ i3-4330T Processor,intel,4th Generation Intel® Core™ i3 Processors,2,4,3.00 GHz,null,35 W,Q3'13,32 GB,null
Intel® Core™ i3-4330TE Processor,intel,4th Generation Intel® Core™ i3 Processors,2,4,2.40 GHz,null,35 W,Q3'13,32 GB,Embedded Broad Market Commercial Temp, PC/Client/Tablet
Intel® Core™ i3-4340 Processor,intel,4th Generation Intel® Core™ i3 Processors,2,4,3.60 GHz,null,54 W,Q3'13,32 GB,null
